form,root,to_derive,to_translate,word,context,lgg,trs_direct,trs_context,trs_dbl_trans,to_check,word_type,end_class
n,create,yes,yes,creation,creation of a website is free,bs,kreacija,stvaranje web stranice je slobodan,creation,XXX,attr,starter
n,create,yes,yes,creator,creator of the website has not finished yet,bs,tvorac,kreator web stranice još nije završen,creator,XXX,attr,starter
n,create,yes,yes,creators,creator of the website have not finished yet,bs,kreatori,kreator web stranice još uvijek nisu završili,creators,XXX,attr,starter
v,default,yes,yes,default,how to default a website,bs,default,kako default web,default,,attr,other
n,default,yes,yes,default,this website is a default,bs,default,ovoj web stranici je default,default,,attr,other
v,default,yes,yes,defaulted,website is defaulted to this page,bs,neurednim,sajt je po defaultu na ovu stranicu,messy,XXX,attr,other
n,default,yes,yes,defaults,these websites are defaults,bs,zadane,ove web stranice su zadane,score,,attr,other
v,delete,yes,yes,delete,delete your website,bs,izbrisati,izbrisati vaše web stranice,delete,,attr,expired
v,delete,yes,yes,deleted,website is deleted,bs,Deleted,web stranica se briše,Deleted,XXX,attr,expired
v,delete,yes,yes,deletes,it deletes your page,bs,Briše,briše svoju stranicu,deletes,XXX,attr,expired
v,delete,yes,yes,deleting,deleting your website,bs,brisanje,brisanje vaše web stranice,erasing,,attr,expired
v,develop,yes,yes,develop,owners develop website,bs,razvijati,vlasnici razviti web stranice,develop,XXX,attr,other
v,develop,yes,yes,developed,website is developed,bs,razvijen,website je razvijen,developed,,attr,other
n,develop,yes,yes,developer,developer is programming,bs,razvijač,developer je programiranje,developer,XXX,attr,other
n,develop,yes,yes,developers,developers are programming websites,bs,programeri,programeri programiranje web stranica,developers,,attr,other
v,develop,yes,yes,developing,website is developing the website,bs,razvoju,web stranica se razvija na sajtu,developing,XXX,attr,other
n,develop,yes,yes,developing,developing your website is good,bs,razvoju,razvoju vaše web stranice je dobro,developing,,attr,other
n,develop,yes,yes,development,page under development,bs,razvoj,stranica u razvoju,development,,attr,other
n,develop,yes,yes,developments,developments are ongoing,bs,dešavanja,kretanja su u toku,events,XXX,attr,other
v,develop,yes,yes,develops,owner develops website,bs,razvija,vlasnik razvija website,develops,,attr,other
v,display,yes,yes,display,display your new website,bs,prikaz,prikazati svoj novi sajt,display,,attr,other
v,display,yes,yes,displayed,this page is displayed automatically,bs,prikazan,ovu stranicu je prikazana automatski,shown,,attr,other
v,display,yes,yes,displaying,this page is displaying a new website,bs,prikazivanja,ovu stranicu je prikazivanja novu web stranicu,display,,attr,other
v,display,yes,yes,displays,this page displays a new website,bs,prikazuje,Ova stranica prikazuje novu web stranicu,shows,,attr,other
n,display,yes,yes,displays,this page displays a new website,bs,prikazuje,Ova stranica prikazuje novu web stranicu,shows,,attr,other
n,domain,yes,yes,domain,this internet domain is great,bs,područje,ovaj internet domena je super,area,XXX,core,other
n,domain,yes,yes,domains,these internet domains are great,bs,domena,ove internet domena su odlični,domain,,core,other
v,establish,yes,yes,establish,establish your website,bs,uspostaviti,uspostaviti vaše web stranice,establish,,attr,other
v,establish,yes,yes,established,website is established by us,bs,osnovan,web stranica se osniva nas,established,XXX,attr,other
v,establish,yes,yes,establishes,it establishes websites,bs,Formira,utvrdi web stranice,It forms,XXX,attr,other
v,establish,yes,yes,establishing,establishing your website,bs,uspostavljanje,uspostavljanje vaše web stranice,establishing,,attr,other
n,establish,yes,yes,establishment,website establishment for free,bs,osnivanje,osnivanje web stranicu za besplatno,foundation,,attr,other
n,expire,yes,yes,expiration,expiration is reached,bs,isticanje,isteka je postignut,emphasis,XXX,attr,expired
v,expire,yes,yes,expire,websites expire soon,bs,isteći,web stranica ističe uskoro,expire,XXX,attr,expired
v,expire,yes,yes,expired,websites is expired,bs,istekao,web stranica je istekao,expired,,attr,expired
v,expire,yes,yes,expires,website expires soon,bs,ističe,website uskoro ističe,highlights,,attr,expired
v,expire,yes,yes,expiring,website is expiring soon,bs,ističe,web stranica se uskoro ističe,highlights,,attr,expired
r,first,yes,yes,first,this is your first article,bs,prvo,ovo je vaš prvi članak,first,XXX,attr,starter
v,generate,yes,yes,generate,algorithms generate automatically,bs,proizvesti,algoritmi generirati automatski,produce,XXX,attr,other
v,generate,yes,yes,generated,page is generated automatically,bs,generated,stranice se automatski generiše,generated,XXX,attr,other
v,generate,yes,yes,generates,algorithm generates automatically,bs,generira,algoritam generira automatski,generates,,attr,other
v,generate,yes,yes,generating,algorithm is generating automatically,bs,generiranje,algoritam se automatski generiše,generation,XXX,attr,other
n,generate,yes,yes,generation,page generation is automatic,bs,generacija,generacija stranica automatski,generation,,attr,other
n,generate,yes,yes,generations,page generations are free,bs,generacije,stranica generacije su besplatni,generation,,attr,other
n,generate,yes,yes,generator,a page generator is provided,bs,generator,generator stranica se pruža,generator,,attr,other
n,generate,yes,yes,generators,page generators are available,bs,generatora,stranica generatora su dostupni,generator,,attr,other
v,link,yes,yes,link,link your domain to a website,bs,veza,povezati svoj domen na sajt,connection,,attr,other
n,link,yes,yes,linkage,linkage of websites and domain,bs,povezivanje,povezivanje web stranica i domena,linkage,,attr,other
v,link,yes,yes,linked,domain is linked to a website,bs,povezan,domena je vezana za web stranicu,connected,XXX,attr,other
v,link,yes,yes,linking,linking your domain to a website,bs,povezivanje,povezivanje domena u web stranice,linkage,,attr,other
v,link,yes,yes,links,it links a website to a domain,bs,linkovi,to povezuje web sa domenom,links,XXX,attr,other
v,maintain,yes,yes,maintain,maintain your website,bs,održavati,održavati vaše web stranice,maintain,,attr,construction
v,maintain,yes,yes,maintained,website is maintained,bs,održava,web stranica se održava,held,,attr,construction
n,maintain,yes,yes,maintainer,the maintainer is busy,bs,održavatelja,održavatelja je zauzet,maintainers,,attr,construction
n,maintain,yes,yes,maintainers,the maintainers are busy,bs,odrzavaoci,Osobe koje održavaju su zauzeti,maintainer,XXX,attr,construction
v,maintain,yes,yes,maintaining,the owner is maintaining this website,bs,održavanje,vlasnik je održavanje ove web stranice,maintenance,,attr,construction
n,maintain,yes,yes,maintenance,website is under maintenance,bs,održavanje,web stranica je pod održavanja,maintenance,XXX,attr,construction
n,maintain,yes,yes,maintenances,maintenances are done,bs,Održavanje Softverskih,Održavanje Softverskih se vrše,maintenance of software,,attr,construction
v,open,yes,yes,opened,domain is opened by you,bs,otvorio,domena vi ste otvorili,opened,XXX,attr,other
v,open,yes,yes,opening,website is opening soon,bs,otvaranje,web stranica se uskoro otvara,opening,XXX,attr,other
v,own,yes,yes,own,they own this website,bs,vlastiti,su vlasnici ove web stranice,own,XXX,attr,reserved
v,own,yes,yes,owned,this website is owned by you,bs,vlasništvu,ove web stranice je u vlasništvu vas,property,,attr,reserved
n,own,yes,yes,owner,the owner of this domain,bs,vlasnik,vlasnik ove domene,owner,,attr,reserved
n,own,yes,yes,owners,the owners of this domain,bs,vlasnici,vlasnici ovog domena,owners,,attr,reserved
n,own,yes,yes,ownership,ownership of a website,bs,svojina,vlasništvo nad web,property,XXX,attr,reserved
n,own,yes,yes,ownerships,ownerships of a website,bs,vlasništva,vlasništva web stranice,property,,attr,reserved
v,own,yes,yes,owning,owning a website,bs,posjedovanje,posjedovanje web stranice,possession,,attr,reserved
v,own,yes,yes,owns,the man owns this website,bs,posjeduje,čovjek je vlasnik ove web stranice,owns,XXX,attr,reserved
v,page,yes,yes,page,this is a new website page,bs,strana,ovo je nova web stranica,side,XXX,core,other
v,page,yes,yes,paged,this website is not paged yet,bs,Paged,ovoj web stranici još nije zvao,paged,XXX,core,other
v,page,yes,yes,pages,add your pages to this website,bs,stranice,dodati vaše stranice na ovom sajtu,pages,,core,other
v,park,yes,yes,park,to park a domain,bs,park,parkirati domenu,park,,attr,other
v,park,yes,yes,parked,domain is parked,bs,parkirani,domen je parkiran,parked,XXX,attr,other
v,park,yes,yes,parking,this website is a parking page,bs,parkiranje,ovoj web stranici je parking stranicu,parking,XXX,attr,other
v,post,yes,yes,post,post your first article,bs,pošta,postavite svoj prvi članak,mail,XXX,core,other
n,post,yes,yes,post,this is a first post on this page,bs,pošta,Ovo je prvi post na ovoj stranici,mail,XXX,core,other
v,post,yes,yes,posted,this page is posted automatically,bs,objavljeno,ove stranice se automatski objavljeno,published,,core,other
v,post,yes,yes,posting,posting on this page is nice,bs,postavljanje,postavljanje na ovoj stranici je lijepo,placement,,core,other
v,post,yes,yes,posts,it posts a new article,bs,poruke,to ostaviti novi član,posts,XXX,core,other
n,post,yes,yes,posts,start writing your posts,bs,poruke,početi pisati svoje postove,posts,XXX,core,other
v,propagate,yes,yes,propagate,propagate your website,bs,propagandom,propagandom vaše web stranice,propaganda,,attr,other
v,propagate,yes,yes,propagated,domain is propagated,bs,propagirali,domena propagira,propagated,XXX,attr,other
v,propagate,yes,yes,propagates,it propagates your website,bs,propagira,to širi vaše web stranice,propagated,XXX,attr,other
v,propagate,yes,yes,propagating,propagating your website,bs,razmnožavanje,propagiranje vaše web stranice,propagation,XXX,attr,other
n,propagate,yes,yes,propagation,website and domain propagation,bs,širenje,web stranica i domena prostiranja,spread,XXX,attr,other
v,purchase,yes,yes,purchase,purchase this domain,bs,kupovina,kupovinu ovog domena,purchase,XXX,attr,sale
n,purchase,yes,yes,purchase,the owners purchase websites,bs,kupovina,vlasnici kupiti web stranice,purchase,XXX,attr,sale
v,purchase,yes,yes,purchased,domain is purchased by you,bs,kupili,domena je kupljena vi,bought,XXX,attr,sale
n,purchase,yes,yes,purchaser,the purchaser of website is happy,bs,kupac,kupac web stranice je sretan,customer,,attr,sale
n,purchase,yes,yes,purchasers,the purchasers of website are happy,bs,kupci,kupci web stranice su sretni,customers,,attr,sale
v,purchase,yes,yes,purchases,owner purchases websites,bs,kupovine,vlasnik kupovine web stranice,shopping,,attr,sale
n,purchase,yes,yes,purchases,the owner purchases websites,bs,kupovine,vlasnik kupovine web stranice,shopping,,attr,sale
v,purchase,yes,yes,purchasing,purchasing a website is good,bs,kupovna,kupovine web je dobar,purchasing,XXX,attr,sale
